Tahun,Provinsi,Kolom,Tingkat,Sumber Data,Uji Normalitas,Metode,Nilai Isi
2025,DKI Jakarta,Rumah Tangga(ton),1,"provinsi DKI Jakarta, tahun 2025",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",20.7
2025,DKI Jakarta,Rumah Tangga(ton),1,"provinsi DKI Jakarta, tahun 2025",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",20.7
2025,DKI Jakarta,Rumah Tangga(ton),1,"provinsi DKI Jakarta, tahun 2025",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",20.7
2025,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2025",p=0.8897,"mean (distribusi normal, Shapiro-Wilk)",326.2425
2025,Daerah Istimewa Yogyakarta,Rumah Tangga(ton),1,"provinsi Daerah Istimewa Yogyakarta, tahun 2025",p=0.2827,"mean (distribusi normal, Shapiro-Wilk)",278.91
2025,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2025",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",79.485
2025,Nusa Tenggara Barat,Rumah Tangga(ton),2,"provinsi Nusa Tenggara Barat, semua tahun",p=0.1962,"mean (distribusi normal, Shapiro-Wilk)",139.7368
2025,Nusa Tenggara Timur,Rumah Tangga(ton),1,"provinsi Nusa Tenggara Timur, tahun 2025",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",46.85
2025,Kalimantan Barat,Rumah Tangga(ton),1,"provinsi Kalimantan Barat, tahun 2025",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",115.34
2025,Kalimantan Tengah,Rumah Tangga(ton),1,"provinsi Kalimantan Tengah, tahun 2025",p=0.5279,"mean (distribusi normal, Shapiro-Wilk)",42.392
2025,Kalimantan Tengah,Rumah Tangga(ton),1,"provinsi Kalimantan Tengah, tahun 2025",p=0.4774,"mean (distribusi normal, Shapiro-Wilk)",42.392
2025,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2025",p=0.1050,"mean (distribusi normal, Shapiro-Wilk)",77.262
2025,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2025",p=0.2285,"mean (distribusi normal, Shapiro-Wilk)",77.262
2025,Kalimantan Timur,Rumah Tangga(ton),1,"provinsi Kalimantan Timur, tahun 2025",p=0.0258,"median (distribusi tidak normal, Shapiro-Wilk)",65.55
2025,Kalimantan Timur,Rumah Tangga(ton),1,"provinsi Kalimantan Timur, tahun 2025",p=0.0093,"median (distribusi tidak normal, Shapiro-Wilk)",65.55
2025,Kalimantan Timur,Rumah Tangga(ton),1,"provinsi Kalimantan Timur, tahun 2025",p=0.0031,"median (distribusi tidak normal, Shapiro-Wilk)",65.55
2025,Papua,Rumah Tangga(ton),2,"provinsi Papua, semua tahun",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",29.0
2025,Papua Barat,Rumah Tangga(ton),2,"provinsi Papua Barat, semua tahun",p=0.0211,"median (distribusi tidak normal, Shapiro-Wilk)",70.4
2025,Papua Selatan,Rumah Tangga(ton),2,"provinsi Papua Selatan, semua tahun",p=0.4099,"mean (distribusi normal, Shapiro-Wilk)",24.575
2025,Papua Pegunungan,Rumah Tangga(ton),2,"provinsi Papua Pegunungan, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",8.0
2024,Aceh,Rumah Tangga(ton),1,"provinsi Aceh, tahun 2024",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",20.0
2024,Sumatera Barat,Rumah Tangga(ton),1,"provinsi Sumatera Barat, tahun 2024",p=0.3714,"mean (distribusi normal, Shapiro-Wilk)",43.1467
2024,Riau,Rumah Tangga(ton),1,"provinsi Riau, tahun 2024",p=0.5791,"mean (distribusi normal, Shapiro-Wilk)",34.3125
2024,Bengkulu,Rumah Tangga(ton),1,"provinsi Bengkulu, tahun 2024",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",38.215
2024,Lampung,Rumah Tangga(ton),1,"provinsi Lampung, tahun 2024",p=0.2975,"mean (distribusi normal, Shapiro-Wilk)",232.9125
2024,Lampung,Rumah Tangga(ton),1,"provinsi Lampung, tahun 2024",p=0.5898,"mean (distribusi normal, Shapiro-Wilk)",232.9125
2024,Kepulauan Bangka Belitung,Rumah Tangga(ton),1,"provinsi Kepulauan Bangka Belitung, tahun 2024",p=0.0014,"median (distribusi tidak normal, Shapiro-Wilk)",41.775
2024,Kepulauan Riau,Rumah Tangga(ton),1,"provinsi Kepulauan Riau, tahun 2024",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",55.08
2024,DKI Jakarta,Rumah Tangga(ton),2,"provinsi DKI Jakarta, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",20.7
2024,Jawa Barat,Rumah Tangga(ton),1,"provinsi Jawa Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",192.25
2024,Jawa Barat,Rumah Tangga(ton),1,"provinsi Jawa Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",192.25
2024,Jawa Barat,Rumah Tangga(ton),1,"provinsi Jawa Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",192.25
2024,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0291,"median (distribusi tidak normal, Shapiro-Wilk)",152.645
2024,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0285,"median (distribusi tidak normal, Shapiro-Wilk)",152.645
2024,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0262,"median (distribusi tidak normal, Shapiro-Wilk)",152.645
2024,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0226,"median (distribusi tidak normal, Shapiro-Wilk)",152.645
2024,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",94.165
2024,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",94.165
2024,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",94.165
2024,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",94.165
2024,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",94.165
2024,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",94.165
2024,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",94.165
2024,Banten,Rumah Tangga(ton),1,"provinsi Banten, tahun 2024",p=0.5049,"mean (distribusi normal, Shapiro-Wilk)",627.7525
2024,Bali,Rumah Tangga(ton),1,"provinsi Bali, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",176.43
2024,Nusa Tenggara Timur,Rumah Tangga(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",33.74
2024,Nusa Tenggara Timur,Rumah Tangga(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",33.74
2024,Nusa Tenggara Timur,Rumah Tangga(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",33.74
2024,Kalimantan Barat,Rumah Tangga(ton),1,"provinsi Kalimantan Barat, tahun 2024",p=0.6720,"mean (distribusi normal, Shapiro-Wilk)",81.925
2024,Kalimantan Tengah,Rumah Tangga(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.6784,"mean (distribusi normal, Shapiro-Wilk)",45.7643
2024,Kalimantan Tengah,Rumah Tangga(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.6773,"mean (distribusi normal, Shapiro-Wilk)",45.7643
2024,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.0041,"median (distribusi tidak normal, Shapiro-Wilk)",37.56
2024,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.0008,"median (distribusi tidak normal, Shapiro-Wilk)",37.56
2024,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",37.56
2024,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",37.56
2024,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",24.0
2024,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",24.0
2024,Sulawesi Selatan,Rumah Tangga(ton),1,"provinsi Sulawesi Selatan, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",63.925
2024,Sulawesi Selatan,Rumah Tangga(ton),1,"provinsi Sulawesi Selatan, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",63.925
2024,Sulawesi Barat,Rumah Tangga(ton),2,"provinsi Sulawesi Barat, semua tahun",p=0.0075,"median (distribusi tidak normal, Shapiro-Wilk)",109.74
2024,Papua Pegunungan,Rumah Tangga(ton),2,"provinsi Papua Pegunungan, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",8.0
2023,Aceh,Rumah Tangga(ton),1,"provinsi Aceh, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",18.67
2023,Sumatera Barat,Rumah Tangga(ton),1,"provinsi Sumatera Barat, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",51.77
2023,Sumatera Barat,Rumah Tangga(ton),1,"provinsi Sumatera Barat, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",51.77
2023,Sumatera Barat,Rumah Tangga(ton),1,"provinsi Sumatera Barat, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",51.77
2023,Bengkulu,Rumah Tangga(ton),1,"provinsi Bengkulu, tahun 2023",p=0.4038,"mean (distribusi normal, Shapiro-Wilk)",42.0275
2023,Lampung,Rumah Tangga(ton),1,"provinsi Lampung, tahun 2023",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",54.19
2023,Kepulauan Bangka Belitung,Rumah Tangga(ton),1,"provinsi Kepulauan Bangka Belitung, tahun 2023",p=0.0014,"median (distribusi tidak normal, Shapiro-Wilk)",82.21
2023,Kepulauan Riau,Rumah Tangga(ton),1,"provinsi Kepulauan Riau, tahun 2023",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",54.53
2023,DKI Jakarta,Rumah Tangga(ton),2,"provinsi DKI Jakarta, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",20.7
2023,Jawa Barat,Rumah Tangga(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",421.33
2023,Jawa Barat,Rumah Tangga(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",421.33
2023,Jawa Barat,Rumah Tangga(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",421.33
2023,Jawa Barat,Rumah Tangga(ton),1,"provinsi Jawa Barat, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",421.33
2023,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",187.36
2023,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",187.36
2023,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",187.36
2023,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",187.36
2023,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",116.615
2023,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",116.615
2023,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",116.615
2023,Banten,Rumah Tangga(ton),1,"provinsi Banten, tahun 2023",p=0.6248,"mean (distribusi normal, Shapiro-Wilk)",544.0125
2023,Bali,Rumah Tangga(ton),1,"provinsi Bali, tahun 2023",p=0.0199,"median (distribusi tidak normal, Shapiro-Wilk)",87.04
2023,Nusa Tenggara Timur,Rumah Tangga(ton),1,"provinsi Nusa Tenggara Timur, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",35.87
2023,Kalimantan Barat,Rumah Tangga(ton),1,"provinsi Kalimantan Barat, tahun 2023",p=0.4353,"mean (distribusi normal, Shapiro-Wilk)",65.388
2023,Kalimantan Barat,Rumah Tangga(ton),1,"provinsi Kalimantan Barat, tahun 2023",p=0.5488,"mean (distribusi normal, Shapiro-Wilk)",65.388
2023,Kalimantan Tengah,Rumah Tangga(ton),1,"provinsi Kalimantan Tengah, tahun 2023",p=0.5256,"mean (distribusi normal, Shapiro-Wilk)",30.3688
2023,Kalimantan Tengah,Rumah Tangga(ton),1,"provinsi Kalimantan Tengah, tahun 2023",p=0.5572,"mean (distribusi normal, Shapiro-Wilk)",30.3688
2023,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2023",p=0.0027,"median (distribusi tidak normal, Shapiro-Wilk)",37.53
2023,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2023",p=0.0008,"median (distribusi tidak normal, Shapiro-Wilk)",37.53
2023,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2023",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",37.53
2023,Kalimantan Timur,Rumah Tangga(ton),1,"provinsi Kalimantan Timur, tahun 2023",p=0.0060,"median (distribusi tidak normal, Shapiro-Wilk)",85.445
2023,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",13.5
2023,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",13.5
2023,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",13.5
2023,Sulawesi Selatan,Rumah Tangga(ton),1,"provinsi Sulawesi Selatan, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",54.15
2023,Sulawesi Tenggara,Rumah Tangga(ton),1,"provinsi Sulawesi Tenggara, tahun 2023",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",28.55
2023,Papua Barat Daya,Rumah Tangga(ton),1,"provinsi Papua Barat Daya, tahun 2023",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",1.38
2022,Sumatera Utara,Rumah Tangga(ton),1,"provinsi Sumatera Utara, tahun 2022",p=0.0379,"median (distribusi tidak normal, Shapiro-Wilk)",62.975
2022,Sumatera Utara,Rumah Tangga(ton),1,"provinsi Sumatera Utara, tahun 2022",p=0.0121,"median (distribusi tidak normal, Shapiro-Wilk)",62.975
2022,Sumatera Barat,Rumah Tangga(ton),1,"provinsi Sumatera Barat, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",50.0
2022,Riau,Rumah Tangga(ton),1,"provinsi Riau, tahun 2022",p=0.1101,"mean (distribusi normal, Shapiro-Wilk)",73.2167
2022,Riau,Rumah Tangga(ton),1,"provinsi Riau, tahun 2022",p=0.2736,"mean (distribusi normal, Shapiro-Wilk)",73.2167
2022,Riau,Rumah Tangga(ton),1,"provinsi Riau, tahun 2022",p=0.2344,"mean (distribusi normal, Shapiro-Wilk)",73.2167
2022,Sumatera Selatan,Rumah Tangga(ton),1,"provinsi Sumatera Selatan, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",54.52
2022,Lampung,Rumah Tangga(ton),1,"provinsi Lampung, tahun 2022",p=0.3057,"mean (distribusi normal, Shapiro-Wilk)",160.7825
2022,Kepulauan Bangka Belitung,Rumah Tangga(ton),1,"provinsi Kepulauan Bangka Belitung, tahun 2022",p=0.8024,"mean (distribusi normal, Shapiro-Wilk)",45.1033
2022,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",141.22
2022,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",141.22
2022,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",141.22
2022,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",141.22
2022,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",141.22
2022,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",141.22
2022,Daerah Istimewa Yogyakarta,Rumah Tangga(ton),1,"provinsi Daerah Istimewa Yogyakarta, tahun 2022",p=0.7146,"mean (distribusi normal, Shapiro-Wilk)",88.46
2022,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",99.5
2022,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",99.5
2022,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",99.5
2022,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",99.5
2022,Bali,Rumah Tangga(ton),1,"provinsi Bali, tahun 2022",p=0.0051,"median (distribusi tidak normal, Shapiro-Wilk)",90.04
2022,Bali,Rumah Tangga(ton),1,"provinsi Bali, tahun 2022",p=0.0014,"median (distribusi tidak normal, Shapiro-Wilk)",90.04
2022,Bali,Rumah Tangga(ton),1,"provinsi Bali, tahun 2022",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",90.04
2022,Bali,Rumah Tangga(ton),1,"provinsi Bali, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",90.04
2022,Nusa Tenggara Barat,Rumah Tangga(ton),1,"provinsi Nusa Tenggara Barat, tahun 2022",p=0.7241,"mean (distribusi normal, Shapiro-Wilk)",167.564
2022,Kalimantan Timur,Rumah Tangga(ton),1,"provinsi Kalimantan Timur, tahun 2022",p=0.0015,"median (distribusi tidak normal, Shapiro-Wilk)",73.875
2022,Kalimantan Utara,Rumah Tangga(ton),2,"provinsi Kalimantan Utara, semua tahun",p=0.0337,"median (distribusi tidak normal, Shapiro-Wilk)",11.24
2022,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2022",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",27.5
2022,Sulawesi Selatan,Rumah Tangga(ton),1,"provinsi Sulawesi Selatan, tahun 2022",p=0.0146,"median (distribusi tidak normal, Shapiro-Wilk)",33.25
2022,Sulawesi Tenggara,Rumah Tangga(ton),1,"provinsi Sulawesi Tenggara, tahun 2022",p=0.1447,"mean (distribusi normal, Shapiro-Wilk)",56.705
2022,Gorontalo,Rumah Tangga(ton),1,"provinsi Gorontalo, tahun 2022",p=0.2655,"mean (distribusi normal, Shapiro-Wilk)",43.36
2022,Papua Pegunungan,Rumah Tangga(ton),2,"provinsi Papua Pegunungan, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",8.0
2021,Sumatera Utara,Rumah Tangga(ton),1,"provinsi Sumatera Utara, tahun 2021",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",42.52
2021,Sumatera Utara,Rumah Tangga(ton),1,"provinsi Sumatera Utara, tahun 2021",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",42.52
2021,Sumatera Utara,Rumah Tangga(ton),1,"provinsi Sumatera Utara, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",42.52
2021,Sumatera Barat,Rumah Tangga(ton),1,"provinsi Sumatera Barat, tahun 2021",p=0.1944,"mean (distribusi normal, Shapiro-Wilk)",56.7233
2021,Riau,Rumah Tangga(ton),1,"provinsi Riau, tahun 2021",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",18.7
2021,Riau,Rumah Tangga(ton),1,"provinsi Riau, tahun 2021",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",18.7
2021,Kepulauan Bangka Belitung,Rumah Tangga(ton),1,"provinsi Kepulauan Bangka Belitung, tahun 2021",p=0.3334,"mean (distribusi normal, Shapiro-Wilk)",45.1225
2021,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0030,"median (distribusi tidak normal, Shapiro-Wilk)",151.07
2021,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0018,"median (distribusi tidak normal, Shapiro-Wilk)",151.07
2021,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0010,"median (distribusi tidak normal, Shapiro-Wilk)",151.07
2021,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0006,"median (distribusi tidak normal, Shapiro-Wilk)",151.07
2021,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2021",p=0.0003,"median (distribusi tidak normal, Shapiro-Wilk)",151.07
2021,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",72.11
2021,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",72.11
2021,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",72.11
2021,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",72.11
2021,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",72.11
2021,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",72.11
2021,Jawa Timur,Rumah Tangga(ton),1,"provinsi Jawa Timur, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",72.11
2021,Bali,Rumah Tangga(ton),1,"provinsi Bali, tahun 2021",p=0.2816,"mean (distribusi normal, Shapiro-Wilk)",265.9475
2021,Bali,Rumah Tangga(ton),1,"provinsi Bali, tahun 2021",p=0.5753,"mean (distribusi normal, Shapiro-Wilk)",265.9475
2021,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",37.5
2021,Kalimantan Selatan,Rumah Tangga(ton),1,"provinsi Kalimantan Selatan, tahun 2021",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",37.5
2021,Kalimantan Timur,Rumah Tangga(ton),1,"provinsi Kalimantan Timur, tahun 2021",p=0.0062,"median (distribusi tidak normal, Shapiro-Wilk)",71.475
2021,Kalimantan Utara,Rumah Tangga(ton),2,"provinsi Kalimantan Utara, semua tahun",p=0.0075,"median (distribusi tidak normal, Shapiro-Wilk)",11.24
2021,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2021",p=0.8957,"mean (distribusi normal, Shapiro-Wilk)",41.635
2021,Sulawesi Utara,Rumah Tangga(ton),1,"provinsi Sulawesi Utara, tahun 2021",p=0.9451,"mean (distribusi normal, Shapiro-Wilk)",41.635
2021,Sulawesi Selatan,Rumah Tangga(ton),1,"provinsi Sulawesi Selatan, tahun 2021",p=0.0485,"median (distribusi tidak normal, Shapiro-Wilk)",46.2
2021,Sulawesi Selatan,Rumah Tangga(ton),1,"provinsi Sulawesi Selatan, tahun 2021",p=0.0253,"median (distribusi tidak normal, Shapiro-Wilk)",46.2
2021,Maluku,Rumah Tangga(ton),1,"provinsi Maluku, tahun 2021",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",5.11
2021,Papua,Rumah Tangga(ton),1,"provinsi Papua, tahun 2021",p=0.0817,"mean (distribusi normal, Shapiro-Wilk)",65.092
2020,Aceh,Rumah Tangga(ton),1,"provinsi Aceh, tahun 2020",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",26.13
2020,Sumatera Utara,Rumah Tangga(ton),1,"provinsi Sumatera Utara, tahun 2020",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",11.0
2020,Riau,Rumah Tangga(ton),1,"provinsi Riau, tahun 2020",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",195.525
2020,Sumatera Selatan,Rumah Tangga(ton),1,"provinsi Sumatera Selatan, tahun 2020",p=0.0077,"median (distribusi tidak normal, Shapiro-Wilk)",145.1
2020,Jawa Barat,Rumah Tangga(ton),1,"provinsi Jawa Barat, tahun 2020",p=0.0086,"median (distribusi tidak normal, Shapiro-Wilk)",204.08
2020,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",151.95
2020,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",151.95
2020,Jawa Tengah,Rumah Tangga(ton),1,"provinsi Jawa Tengah, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",151.95
