Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Harian(ton),Sisa Makanan (%),Kayu-Ranting (%),Kertas-Karton (%),Plastik(%),Logam(%),Kain(%),Karet- Kulit (%),Kaca(%),Lainnya(%),Rumah Tangga(ton),Perkantoran(ton),Pasar(ton),Perniagaan(ton),Fasilitas Publik(ton),Kawasan(ton),Lain(ton)
2023,Kalimantan Tengah,Kab. Sukamara,25.22,56.13,4.12,4.81,21.06,6.88,5.16,0.01,1.09,0.73,18.26,0.08,0.46,0.92,0.6,1.32,8.523333333333333
2023,Kalimantan Tengah,Kab. Pulang Pisau,68.11,23.51,26.74,13.31,25.13,3.19,2.41,0.83,1.79,3.09,38.2,0.11,2.32,6.5,3.91,0.0,8.523333333333333
2023,Kalimantan Tengah,Kab. Barito Timur,46.16,32.0,9.0,7.0,37.0,1.0,5.0,6.5,1.2,1.3,17.56,5.667142857142856,6.8,6.505714285714286,4.2,0.5,18.71
2023,Kalimantan Tengah,Kota Palangkaraya,156.01,42.05,4.33,8.66,19.49,2.31,2.36,2.18,2.04,16.58,72.45,17.65,19.8,16.42,8.85,3.64,17.2
2023,Kalimantan Selatan,Kab. Kotabaru,183.79,68.0,0.7,12.5,12.4,0.9,0.4,0.4,1.1,3.6,37.53,3.79,18.89,6.64,6.109999999999999,5.46,4.43
2023,Kalimantan Selatan,Kab. Banjar,362.56,22.0,4.889,20.0,30.0,1.77,1.4740000000000002,0.86,2.18,28.0,35.0,5.0,25.0,6.64,13.0,5.46,22.0
2023,Kalimantan Selatan,Kab. Barito Kuala,98.8,59.5,9.5,10.5,12.0,3.1,1.9,0.5,2.0,1.0,37.5,9.3,19.0,10.5,14.7,4.0,5.0
2023,Kalimantan Selatan,Kab. Hulu Sungai Selatan,97.28,55.18,1.48,13.13,25.35,2.9,0.46,0.9,0.4,0.2,48.31,0.79,35.02,5.69,4.71,3.6,1.88
2023,Kalimantan Selatan,Kab. Hulu Sungai Tengah,105.22,61.3,4.02,1.8,29.27,1.07,0.24,0.35,1.78,0.17,37.53,3.79,18.89,6.64,6.109999999999999,5.46,4.43
2023,Kalimantan Selatan,Kab. Hulu Sungai Utara,92.89,48.59,8.12,8.45,12.6,0.85,0.3,1.0,6.6,9.5,22.53,0.52,15.5,1.6,5.3,10.43,4.43
2023,Kalimantan Selatan,Kab. Tabalong,117.61,36.0,2.0,17.0,24.0,1.0,3.0,1.0,3.0,13.0,37.56,6.92,18.78,20.76,6.92,6.92,2.14
2023,Kalimantan Selatan,Kab. Tanah Bumbu,171.87,64.04,4.23,3.2,12.3,2.1,2.2,1.24,2.23,8.46,129.63,0.51,6.82,6.31,0.51,5.46,26.78
2023,Kalimantan Selatan,Kab. Balangan,58.02,60.46,7.31,10.66,15.73,2.07,1.64,0.82,0.2,1.11,30.58,2.58,10.33,6.64,2.63,3.86,1.4
2023,Kalimantan Selatan,Kota Banjarmasin,466.51,27.89,7.33,9.2,20.61,3.21,4.3,5.26,4.39,17.81,129.16,28.98,102.54,126.95,49.53,34.02,4.43
2023,Kalimantan Selatan,Kota Banjarbaru,185.9,48.3,4.2,16.0,23.7,0.5,0.3,0.4,0.1,6.5,37.53,3.79,18.89,6.64,6.109999999999999,5.46,4.43
2023,Kalimantan Timur,Kab. Paser,121.37,54.99,0.22,10.2,13.64,1.38,13.56,1.2,3.52,1.29,97.1,2.43,10.32,5.46,2.43,2.43,1.21
2023,Kalimantan Timur,Kab. Kutai Kartanegara,320.88,73.92,0.98,10.43,7.86,2.04,1.57,0.55,1.75,0.9,88.69,12.41,1.64,9.6,78.72,128.27,1.57
2023,Kalimantan Timur,Kab. Berau,140.5,55.39,1.28,3.74,26.47,9.63,0.2,0.2,0.99,2.1,65.55,1.58,8.66,5.3,3.85,11.0,4.06
2023,Kalimantan Timur,Kab. Kutai Timur,212.89,41.05,19.71,11.15,21.06,2.97,1.02,1.0,1.04,1.0,56.87,3.78,21.02,4.56,6.37,6.08,1.32
2023,Kalimantan Timur,Kab. Penajam Paser Utara,98.28,46.13,1.09,20.87,29.83,0.22,0.02,0.67,0.83,0.34,13.0,2.0,5.0,2.5,2.0,1.5,2.0
2023,Kalimantan Timur,Kab. Mahakam Ulu,17.91,59.0,15.0,10.0,10.0,2.0,0.5,0.5,2.0,1.0,85.445,8.17,9.49,5.46,5.11,8.54,2.0
2023,Kalimantan Timur,Kota Balikpapan,528.87,42.3,6.36,10.26,7.2,3.87,2.94,0.98,6.56,19.53,371.81,15.12,34.06,46.38,24.17,15.92,21.41
2023,Kalimantan Timur,Kota Samarinda,599.45,52.88,8.55,11.41,12.94,0.35,0.9,0.33,0.71,11.93,426.2,22.98,64.74,23.9,94.3,8.54,2.0
2023,Kalimantan Timur,Kota Bontang,106.38,44.12,6.0,27.5,18.0,2.1,0.03,0.25,1.05,0.95,82.2,5.06,5.91,5.46,3.03,8.54,3.8
2023,Kalimantan Utara,Kab. Nunukan,43.74,52.38,1.77,11.81,12.57,3.0,4.23,1.08,1.68,11.48,11.24,0.29,1.69,0.56,0.89,0.2,0.12
2023,Sulawesi Utara,Kab. Bolaang Mongondow,126.32,49.98,14.52,8.5,10.8,4.05,3.33,2.9,2.32,3.6,0.88,0.75,3.5,0.62,6.1,0.25,5.195
2023,Sulawesi Utara,Kab. Kepulauan Sangihe,65.88,45.58,8.95,5.2,29.6,0.46,0.5,3.3,2.0,4.41,3.0,1.0,1.0,7.0,5.0,1.205,5.195
2023,Sulawesi Utara,Kab. Kepulauan Talaud,39.04,40.58,9.0,5.2,32.5,0.3,0.3,2.0,1.7,8.42,13.5,2.83,6.975,4.52,6.1,1.205,5.195
2023,Sulawesi Utara,Kab. Minahasa Selatan,96.01,20.0,12.0,12.0,36.0,4.0,4.0,5.0,2.0,5.0,15.0,1.5,8.0,1.5,1.7,1.3,1.0
2023,Sulawesi Utara,Kab. Minahasa Utara,120.48,46.5,13.65,12.25,15.55,2.2,2.35,2.55,2.5,2.45,57217.0,13611.0,13852.0,12647.0,6384.0,14095.0,2651.0
2023,Sulawesi Utara,Kab. Bolaang Mongondow Utara,33.82,20.0,25.0,10.0,10.0,10.0,5.0,5.0,5.0,10.0,12.0,5.0,10.0,2.0,2.0,1.0,1.81
2023,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,28.85,34.0,15.0,10.0,25.0,3.0,5.0,3.0,5.0,7.587000000000001,13.5,2.83,6.975,4.52,6.1,1.205,5.195
2023,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,29.06,16.0,19.0,10.0,11.0,6.0,7.0,9.0,6.0,16.0,10.2,2.11,2.2,2.04,6.1,1.11,5.3
2023,Sulawesi Utara,Kota Manado,291.2,47.7,1.14,18.66,19.48,0.26,1.54,1.49,1.85,7.88,13.5,2.83,6.975,4.52,6.1,1.205,5.195
2023,Sulawesi Utara,Kota Bitung,159.06,50.2,2.05,16.03,15.07,0.36,1.48,1.37,1.83,11.61,54.62,3.55,5.95,10.72,45.81,25.25,9.6
2023,Sulawesi Utara,Kota Kotamobagu,86.74,53.5,5.0,11.8,8.5,5.7,3.6,2.6,2.8,6.5,49.35,6.21,11.9,7.2,6.92,1.205,5.09
2023,Sulawesi Tengah,Kab. Banggai,183.11,33.0,12.0,21.0,15.0,6.0,3.0,2.0,2.0,6.0,50.6,1.5,30.0,7.9,10.0,15.0,3.2875
2023,Sulawesi Tengah,Kab. Morowali,88.12,8.34,11.37,9.48,33.66,11.75,5.69,7.58,0.76,11.37,6.2,2.4,2.3,0.02,1.5,1.2,1.2
2023,Sulawesi Tengah,Kab. Banggai Kepulauan,60.84,15.0,20.0,13.0,15.0,8.0,3.0,5.0,6.0,15.0,18.16,8.65,7.19,11.07,5.8,6.27,10.0
2023,Sulawesi Tengah,Kab. Sigi,131.05,42.54,11.035,20.64,9.48,26.96,3.1875000000000004,0.2,0.18,9.155,55.16,18.59,4.97,14.17,5.3,6.27,1.81
2023,Sulawesi Tengah,Kota Palu,193.75,70.96,0.77,9.44,10.43,1.9,1.06,0.6,0.59,4.25,132.44,0.46,35.65,17.68,4.96,2.61,0.14
2023,Sulawesi Selatan,Kab. Bulukumba,182.5,28.5,28.5,10.0,16.0,4.25,4.25,4.25,4.25,6.081538461538461,3.85,0.8,4.72,0.93,0.45,0.5,2.15
2023,Sulawesi Selatan,Kab. Bantaeng,83.23,30.13,27.5,11.0,14.0,1.24,3.0,2.0,1.13,10.0,31.37,0.92,1.8,2.3,0.09,5.725384615384616,3.12
2023,Sulawesi Selatan,Kab. Jeneponto,166.18,19.0,22.5,11.5,21.5,5.0,1.5,4.0,2.5,12.5,55.6,23.0,16.8,3.0,3.6,0.5,63.68
2023,Sulawesi Selatan,Kab. Takalar,130.42,50.0,20.0,10.0,10.0,2.0,1.0,1.0,1.0,5.0,65.22,13.04,19.56,10.43,6.52,3.91,11.74
2023,Sulawesi Selatan,Kab. Gowa,400.0,56.55,1.21,9.09,12.68,2.39,0.94,0.47,1.51,15.16,70.0,5.0,15.0,3.0,1.0,5.0,1.0
2023,Sulawesi Selatan,Kab. Sinjai,109.42,31.5,13.0,31.09,14.68,8.2,0.87,0.44,0.08,6.08153846153846,54.15,0.7,21.13,12.0,6.0,9.0,4.74
2023,Sulawesi Selatan,Kab. Bone,407.59,39.2,13.3,11.4,18.8,3.4,2.6,2.1,2.1,7.1,76.01,6.3,24.23,11.2,7.34,8.17,5.2
2023,Sulawesi Selatan,Kab. Pangkajene dan Kepulauan,142.0,63.13,10.83,8.99,7.29,6.5,0.72,0.19,1.55,0.8,84.09,5.14,23.71,19.65,1.18,4.04,0.47
2023,Sulawesi Selatan,Kab. Barru,77.82,61.0,9.5,5.5,15.5,1.7,1.5,1.0,1.1,3.2,46.69,7.78,4.67,2.33,4.67,7.78,3.89
2023,Sulawesi Selatan,Kab. Soppeng,94.42,53.0,7.0,14.0,20.0,2.2,0.7,2.0,0.3,0.8,44.0,6.5,16.0,7.5,3.5,15.0,1.5
2023,Sulawesi Selatan,Kab. Sidenreng Rappang,130.97,41.4,13.2,10.9,18.5,3.0,2.6,2.0,2.0,6.4,82.51,6.16,16.66,6.58,9.01,2.27,7.79
2023,Sulawesi Selatan,Kab. Enrekang,104.09,15.0,15.0,23.0,30.0,3.0,5.0,2.0,7.0,6.081538461538461,54.15,5.3,14.157999999999998,7.337999999999999,3.8786666666666667,5.725384615384615,3.89
2023,Sulawesi Selatan,Kab. Luwu Utara,165.29,65.0,10.0,9.0,2.0,1.0,1.0,1.0,1.0,10.0,47093.64,2.34,2.34,7.0,1.87,5.725384615384616,2.81
2023,Sulawesi Selatan,Kab. Luwu Timur,122.21,40.0,10.0,25.0,15.0,3.0,1.5,2.0,2.0,1.5,46.7,12.0,23.0,12.0,6.0,6.51,16.0
2023,Sulawesi Selatan,Kota Parepare,79.33,51.4,11.6,11.9,12.25,2.85,2.3,2.15,2.95,2.6,33.15,5.3,15.75,8.65,4.45,8.25,2.15
2023,Sulawesi Selatan,Kota Palopo,95.43,35.0,10.0,15.0,30.0,6.0,1.5,2.0,1.55,4.0,30.0,1.5,7.0,3.5,2.5,3.5,7.0
2023,Sulawesi Tenggara,Kab. Kolaka,121.36,65.0,5.0,10.0,10.0,5.0,1.0,1.0,2.0,1.0,28.55,0.88,5.71,2.2,4.39,0.44,1.76
2023,Sulawesi Tenggara,Kab. Muna,94.11,47.0,9.0,12.0,23.0,2.0,2.0,2.0,2.0,1.0,34.28,3.55,15.67,15.52,21.13,2.64,1.32
2023,Sulawesi Tenggara,Kab. Buton,41.44,10.0,10.0,2.0,50.0,5.0,2.0,3.0,1.0,17.0,7059.0,882.0,5294.0,882.0,1765.0,882.0,883.0
2023,Sulawesi Tenggara,Kab. Wakatobi,82.34,43.0,8.0,9.0,27.0,4.0,3.0,1.0,2.0,3.0,28.55,1.38,5.71,2.825,3.695,5.15,1.675
2023,Sulawesi Tenggara,Kab. Kolaka Timur,56.58,30.0,15.0,9.0,25.0,1.0,5.0,10.0,2.0,3.0,23.0,1.0,5.0,3.0,3.0,20.0,1.0
2023,Sulawesi Tenggara,Kab. Buton Selatan,23.36,65.83,3.36,4.52,12.48,1.44,3.79,1.95,1.89,4.74,0.03,0.03,0.06,2.825,3.695,5.15,1.675
2023,Sulawesi Tenggara,Kota Kendari,242.25,43.65,17.44,16.78,17.25,1.54,0.72,1.06,1.16,0.4,198.87,7.39,53.21,2.19,2.45,5.15,1.59
2023,Sulawesi Tenggara,Kota Bau Bau,90.0,0.3,0.51,2.83,3.95,2.47,2.5014285714285713,1.95,2.0,79.0,1.88,1.38,0.87,2.65,1.33,5.15,80.95
2023,Gorontalo,Kab. Gorontalo,159.52,39.5,3.2,12.3,4.7,2.1,1.2,6.15,0.9,36.1,90.72,1.65,16.5,3.3,8.25,1.65,42.89
2023,Gorontalo,Kab. Bone Bolango,54.85,38.5,13.2,13.22,17.92,3.24,2.1,7.3,3.033333333333333,6.62,35.11,5.46,23.09,12.51,13.22,6.2,4.41
2023,Gorontalo,Kab. Pohuwato,59.97,34.1,14.3,10.2,35.9,2.4466666666666668,2.1,6.1499999999999995,1.2,4.3,7.4,1.1,2.3,1.2,0.5,0.9,1.5
2023,Gorontalo,Kota Gorontalo,142.24,15.0,21.0,12.0,35.0,2.0,3.0,5.0,7.0,15.673333333333332,32.0,5.0,16.0,24.0,10.0,13.0,16.266666666666666
2023,Maluku,Kab. Maluku Tengah,151.21,67.39,10.64,4.1,12.69,0.6,1.5,1.5,0.5,1.35,60.16,7.36,35.77,14.36,12.09,16.25,5.0
2023,Maluku,Kab. Kepulauan Tanimbar,52.55,4.54,14.77,11.36,22.73,1.14,13.64,19.32,5.68,6.82,35.0,85.0,55.0,23.0,80.0,45.0,72.0
2023,Maluku,Kab. Buru,60.03,33.51,15.45,15.4,29.74,0.4,0.5,7.94,0.3,4.7,5.0,0.5,8.0,2.0,0.5,22.416666666666668,5.0
2023,Maluku,Kota Ambon,246.74,39.0,9.0,12.0,16.0,7.0,4.0,3.0,5.0,5.0,95.7,10.0,84.0,27.0,20.0,6.0,4.0
2023,Papua,Kab. Jayapura,101.28,40.0,0.22,20.0,33.0,0.0,0.3,0.02,2.0,4.0,78.0,0.87,3.0,0.09,4.0,0.07,3.0
2023,Papua,Kab. Biak Numfor,58.72,13.0,8.0,7.5,15.0,25.0,6.5,9.5,10.0,5.5,50.0,8.0,10.0,9.0,12.0,6.0,5.0
2023,Papua,Kab. Keerom,26.56,10.0,7.0,10.0,40.0,5.0,10.0,13.0,5.0,5.146666666666667,20.0,10.0,25.0,20.0,15.0,5.0,5.0
2023,Papua,Kota Jayapura,241.87,56.0,10.5,4.9,11.79,4.29,3.04,2.09,1.45,5.94,170.2,38.25,19.04,6.3,5.06,3.02,5.0
2023,Papua Barat,Kab. Manokwari,180.41,44.0,15.0,11.0,26.0,10.0,5.0,5.0,5.0,19.0,140.4,7.0,19.8,4.4,4.12,5.0,5.0
2023,Papua Barat,Kab. Kaimana,25.71,15.0,15.0,15.0,25.0,10.0,5.0,5.0,5.0,5.0,20.0,7.0,10.0,8.0,5.0,5.0,5.0
2023,Papua Selatan,Kab. Boven Digoel,26.08,5.0,5.0,25.0,25.0,5.0,5.0,10.0,5.0,15.0,3.0,1.0,0.4,3.0,0.5,2.63,1.0
2023,Papua Selatan,Kab. Asmat,46.48,20.0,11.8,15.0,40.0,4.0,2.4,3.0,1.8,2.0,29.45,2.0,4.0,3.0,4.12,2.63,0.8
2023,Papua Tengah,Kab. Dogiyai,47.13,10.0,60.0,3.0,15.0,5.0,1.0,0.2,0.2,0.1,2.0,2.0,3.0,2.0,3.0,1.0,0.5
