Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Harian(ton),Sisa Makanan (%),Kayu-Ranting (%),Kertas-Karton (%),Plastik(%),Logam(%),Kain(%),Karet- Kulit (%),Kaca(%),Lainnya(%),Rumah Tangga(ton),Perkantoran(ton),Pasar(ton),Perniagaan(ton),Fasilitas Publik(ton),Kawasan(ton),Lain(ton)
2022,Riau,Kab. Siak,186.67,39.0,15.0,10.0,26.0,1.0,2.0,2.0,3.0,2.0,17.4,4.5,7.0,2.0,4.3,2.8,1.0
2022,Riau,Kota Pekanbaru,976.72,59.0,3.0,12.0,10.0,2.0,1.0,1.0,1.0,11.0,73.21666666666667,3.25,9.0,3.0,3.3499999999999996,6.3500000000000005,2.0
2022,Riau,Kota Dumai,165.92,48.97,7.5,5.3,8.95,2.27,3.72,2.5,2.79,18.0,73.21666666666667,3.25,9.0,3.0,3.35,6.3500000000000005,2.0
2022,Jambi,Kab. Merangin,202.13,20.0,15.0,4.5,31.5,20.0,4.0,3.0,2.0,3.9525,120.0,0.05,15.0,5.0,3.0,40.0,5.39
2022,Jambi,Kab. Sarolangun,117.44,61.2,1.79,11.2,23.39,0.07,0.7,0.14,0.26,1.25,5.18,2.3,20.1,10.12,11.04,2.5,2.11
2022,Jambi,Kab. Bungo,158.51,60.5,4.1,14.1,5.9,1.8,1.5,5.15,1.0,5.95,16.7,1.5,67.3,1.5,1.2,2.6,64.6
2022,Jambi,Kota Jambi,437.5,16.11,23.84,7.38,44.07,0.89,0.57,1.23,0.3,5.61,51.3,2.45,18.7,9.24,6.27,3.79,8.25
2022,Jambi,Kota Sungai Penuh,50.12,24.0,11.182500000000001,18.0,20.0,15.0,9.0,11.0,0.8899999999999999,3.0,19.92,1.47,18.64,2.88,0.66,2.77,2.53
2022,Sumatera Selatan,Kab. Ogan Komering Ulu,152.21,35.0,25.0,10.0,15.0,7.0,3.0,2.0,3.0,3.21,51.85,0.5,2.8,0.2,0.15,1.5,2.75
2022,Sumatera Selatan,Kab. Muara Enim,232.61,61.02,8.07,7.38,17.18,1.14,1.33,0.36,0.31,3.21,60.6,25.7,57.9,4.0,0.1,0.1,2.75
2022,Sumatera Selatan,Kab. Lahat,269.61,60.0,10.1,2.0,14.0,1.74,5.5,0.26,0.9,5.5,42.67,3.16,5.0,5.53,7.24,0.29,2.3
2022,Sumatera Selatan,Kab. Banyuasin,578.73,39.15,8.53,16.0,13.28,0.98,1.57,1.99,1.4,17.1,54.52,3.16,18.0,2.1,1.24,0.97,2.75
2022,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,282.14,12.0,9.0,22.0,27.0,3.0,5.0,3.0,2.0,17.0,1.0,0.2,18.0,0.4,0.4,0.9,2.9
2022,Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,102.24,60.3,5.6,10.28,17.2,4.55,0.55,0.15,0.42,0.95,82.98,1.97,5.58,2.1,4.56,0.97,1.95
2022,Sumatera Selatan,Kota Palembang,1204.97,53.0,5.5,14.0,17.0,1.5,3.0,4.0,1.0,1.0,893.48,14.5,103.75,100.1,70.55,15.25,7.35
2022,Sumatera Selatan,Kota Prabumulih,98.41,50.56,9.8,6.02,26.6,1.84,1.8,0.6,1.8,0.98,54.52,5.96,19.6,1.13,1.24,13.21,2.75
2022,Bengkulu,Kab. Bengkulu Utara,189.61,31.6,37.5,7.4,6.3,5.1,0.8,2.9,2.5,5.9,17.72,3.3,8.21,2.7,2.2,0.76,4.9
2022,Bengkulu,Kab. Seluma,105.25,59.0,7.0,9.0,9.0,10.0,1.0,1.0,1.0,3.0,4.25,2.8449999999999998,10.07,4.53,3.095,1.175,3.245
2022,Bengkulu,Kab. Lebong,80.57,64.45,8.57,8.56,12.86,0.2,0.89,1.6,0.07,2.8,51.71,2.39,11.93,6.36,3.99,1.59,1.59
2022,Lampung,Kab. Tanggamus,365.62,31.0,24.37,13.22,21.0,0.44,0.65,0.14,1.72,7.36,365.81,0.44,32.57,2.1,1.47,88.4,2.04
2022,Lampung,Kab. Way Kanan,192.02,61.0,19.0,4.0,8.0,4.0,1.0,2.0,1.0,7.630000000000001,187.05,1.19,5.4,0.1,0.08,5.8,18.85
2022,Lampung,Kab. Pringsewu,162.73,50.0,15.0,5.0,20.0,1.0,0.25,0.25,0.25,8.25,160.7825,4.785,18.4575,7.2,3.9724999999999997,5.8,2.745
2022,Lampung,Kota Bandar Lampung,786.46,40.4,12.9,11.7,17.4,3.1,2.5,1.8,2.3,7.9,40.9,8.2,17.3,18.1,6.3,5.8,3.4
2022,Lampung,Kota Metro,104.45,56.47,6.24,9.4,24.07,0.56,1.25,0.27,0.88,0.86,49.37,9.31,18.56,8.5,8.04,4.13,2.09
2022,Kepulauan Bangka Belitung,Kab. Bangka,133.74,39.85,13.96,12.07,16.97,3.37,2.69,1.98,2.31,6.8,79.79,6.62,17.57,9.92,3.84,5.1,7.65
2022,Kepulauan Bangka Belitung,Kab. Belitung,73.6,1.0,28.0,2.0,63.0,0.01,1.0,2.54,2.4,0.05,14.34,0.54,8.95,2.0,1.8,2.71,11.74
2022,Kepulauan Bangka Belitung,Kab. Bangka Tengah,82.36,41.9,8.5,3.8,14.3,3.9,4.9,2.1733333333333333,5.5,17.2,41.18,1.65,12.35,3.29,5.77,16.47,1.65
2022,Kepulauan Bangka Belitung,Kab. Belitung Timur,50.92,57.0,16.82,5.0,17.0,2.0,2.0,2.0,1.0,14.0,45.10333333333333,2.936666666666667,12.956666666666665,5.07,3.8033333333333332,8.093333333333332,7.013333333333333
2022,Kepulauan Riau,Kab. Bintan,55.92,41.0,5.8,24.0,16.4,1.0,1.5,3.2,2.5,4.6,20.5,6.3,11.3,6.1,5.1,3.0,3.5
2022,Kepulauan Riau,Kab. Karimun,186.32,23.0,19.0,24.0,24.5,4.0,2.5,1.5,1.2,0.3,74.52,5.58,18.63,20.08,37.67,29.81,0.03
2022,Kepulauan Riau,Kab. Lingga,28.43,41.2,13.6,18.3,10.2,1.8,8.9,3.9,1.9,0.2,16.3,0.1,0.7,5.1,3.9,1.2,0.3
2022,DKI Jakarta,Kab. Adm. Kep. Seribu,17.89,25.5,31.59,12.17,19.18,1.27,0.74,0.44,2.03,7.08,5.14,0.0,63.0,83.63,0.0,141.27,11.6
2022,Jawa Barat,Kab. Ciamis,574.68,38.0,0.4,16.0,20.0,10.0,4.0,1.0,10.2,0.4,289.0,24.0,100.0,100.0,30.0,24.0,24.0
2022,Jawa Barat,Kab. Kuningan,599.4,40.0,17.0,10.0,16.0,4.0,3.0,2.0,2.0,6.0,29999.99,600.0,49862.0,600.0,1180.0,600.0,5.0
2022,Jawa Barat,Kab. Sumedang,442.72,20.0,15.0,5.0,40.0,3.0,3.0,2.0,2.0,10.0,105.0,0.5,12.0,3.0,0.5,4.0,4.0
2022,Jawa Barat,Kab. Indramayu,1113.65,27.0,6.4,25.0,35.8,1.0,1.8,0.8,0.7,1.5,416.5,35.6,182.6,81.3,57.9,174.8,164.8
2022,Jawa Barat,Kab. Karawang,1003.94,64.0,1.0,9.0,14.0,2.0,1.0,1.0,1.0,8.0,878.7,1.1,2.6,81.3,15.9,102.0,3.7
2022,Jawa Barat,Kota Bogor,744.46,40.0,14.0,20.0,15.0,1.0,2.5,0.5,1.0,6.0,460.0,23.91,36.0,143.48,45.43,20.96,6.87
2022,Jawa Barat,Kota Sukabumi,180.35,39.98,13.98,13.98,17.03,3.3,2.75,2.0,2.3,4.68,68.6,1.8,25.27,34.3,30.69,24.0,19.87
2022,Jawa Barat,Kota Bandung,1594.18,44.52,3.98,13.12,16.7,0.9,4.75,2.38,1.97,11.68,60.0,4.0,10.0,6.0,13.3,5.0,1.7
2022,Jawa Barat,Kota Cirebon,209.06,49.22,11.76,5.56,19.01,0.71,1.76,0.58,1.43,9.97,97.7,1.27,8.01,58.0,22.09,13.89,8.68
2022,Jawa Barat,Kota Bekasi,1830.63,65.2,7.2,4.2,15.6,0.2,6.3,0.5,0.5,0.3,921.0,47.0,435.0,211.0,69.0,73.0,24.0
2022,Jawa Tengah,Kab. Cilacap,950.84,57.67,1.71,9.71,16.42,1.33,1.25,1.9100000000000001,1.17,10.74,373.0,155.0,207.0,31.0,8.0,62.0,114.0
2022,Jawa Tengah,Kab. Banyumas,536.89,36.0,6.0,6.0,30.0,9.0,5.0,3.0,5.0,4.0,311.39,10.73,80.53,53.68,26.84,26.84,26.84
2022,Jawa Tengah,Kab. Purbalingga,509.92,60.47,2.09,8.95,18.49,0.68,2.34,5.14,0.87,0.97,72.55,3.17,8.72,1.55,10.85,1.9,13.26
2022,Jawa Tengah,Kab. Kebumen,463.05,30.0,36.8,7.0,12.0,7.0,4.0,2.0,1.0,0.2,141.22,10.73,50.42,24.2,20.335,18.765,13.26
2022,Jawa Tengah,Kab. Purworejo,289.57,16.0,52.0,2.0,15.0,1.0,1.5,0.2,1.5,10.0,16.0,0.02,26.8,24.2,1.1,2.2,11.8
2022,Jawa Tengah,Kab. Wonosobo,366.25,68.93,1.5,12.57,10.11,3.5,0.6,0.31,1.14,1.34,125.0,2.92,35.0,3.5,8.97,18.765,5.0
2022,Jawa Tengah,Kab. Klaten,643.02,67.42,3.82,10.46,15.05,0.1,0.42,0.08,0.65,2.0,142.44,0.73,2.62,1.2,13.73,14.0,13.26
2022,Jawa Tengah,Kab. Sukoharjo,361.92,60.8,1.88,9.81,17.03,1.98,2.28,1.82,1.27,3.13,175.73,26.32,50.42,43.17,17.98,31.76,14.38
2022,Jawa Tengah,Kab. Wonogiri,347.72,25.0,10.0,20.0,25.0,5.0,5.0,2.5,5.0,2.5,141.22,10.73,50.42,24.2,20.335,18.765,13.26
2022,Jawa Tengah,Kab. Karanganyar,375.52,63.0,2.0,5.0,20.0,1.0,2.0,2.0,3.0,2.0,60.0,1.0,22.0,1.0,1.0,18.765,1.0
2022,Jawa Tengah,Kab. Sragen,590.18,74.3,0.8,8.9,11.2,0.5,1.8,0.3,1.8,0.4,134.55,45.6,123.71,24.2,189.17,68.7,4.25
2022,Jawa Tengah,Kab. Blora,383.05,26.0,6.0,15.0,38.0,8.0,2.0,1.5,3.0,0.5,155.0,39.0,78.0,43.0,39.0,23.0,12.0
2022,Jawa Tengah,Kab. Rembang,252.13,38.12,1.59,13.38,34.45,0.93,1.88,0.77,1.33,7.55,52.28,3.68,1661.23,0.02,152.0,18.765,11.86
2022,Jawa Tengah,Kab. Pati,674.59,45.0,10.0,13.0,18.0,2.0,4.95,2.0,1.0,4.05,141.22,10.73,50.42,24.2,20.335,18.765,13.26
2022,Jawa Tengah,Kab. Kudus,448.16,24.71,21.11,15.9,18.29,6.55,4.53,3.02,4.8,1.09,200.34,18.67,113.2,32.68,38.56,18.53,26.18
2022,Jawa Tengah,Kab. Jepara,412.37,53.31,0.96,8.79,23.36,0.69,2.44,0.94,1.16,8.35,141.22,10.73,50.42,24.2,20.335,18.765,13.26
2022,Jawa Tengah,Kab. Demak,722.37,47.0,4.0,15.0,22.0,0.05,0.05,5.0,2.9,4.0,141.22,0.34,234.16,24.2,20.335,18.765,13.26
2022,Jawa Tengah,Kab. Temanggung,400.14,32.9,18.85,5.39,17.44,7.06,2.01,2.0,2.06,12.29,272.46,12.52,12.05,10.13,50.27,18.765,42.71
2022,Jawa Tengah,Kab. Kendal,410.01,83.0,6.61,0.72,5.26,0.09,0.8,0.03,0.14,3.35,114.99,45.44,55.97,45.4,45.59,52.19,50.43
2022,Jawa Tengah,Kab. Batang,567.28,28.0,13.0,13.0,16.0,7.0,6.0,3.0,6.0,8.0,140.0,24.1,60.0,48.0,24.0,19.0,15.0
2022,Jawa Tengah,Kab. Pekalongan,390.6,7.0,8.2,6.5,10.2,0.8,3.0,2.0,0.2,62.1,162.88,75.78,77.03,22.34,22.69,17.26,12.62
2022,Jawa Tengah,Kab. Tegal,839.63,35.0,11.0,12.0,14.0,7.0,6.0,3.0,7.0,5.0,45.0,8.0,17.0,18.0,6.0,4.0,2.0
2022,Jawa Tengah,Kab. Brebes,1005.31,5.0,50.0,5.0,25.0,4.0,4.0,1.0,1.0,5.0,25.0,3.0,45.0,2.0,10.0,9.0,6.0
2022,Jawa Tengah,Kota Magelang,80.51,33.7,13.3,18.8,21.5,0.8,1.8,0.5,3.7,5.9,141.22,10.73,50.42,24.2,20.335,18.765,13.26
2022,Jawa Tengah,Kota Surakarta,376.29,38.18,5.64,13.64,22.73,3.64,7.27,1.9100000000000001,1.5,8.9,148.51,74.26,2.75,74.26,3.44,0.13,54.46
2022,Jawa Tengah,Kota Semarang,1181.06,60.79,6.0,10.18,17.2,1.22,4.94,1.0,1.79,2.88,872.47,5.84,31.3,97.25,109.57,80.35,15.12
2022,Daerah Istimewa Yogyakarta,Kab. Kulon Progo,177.34,67.18,11.75,12.6,17.22,1.68,0.21,0.36999999999999994,1.11,2.376666666666667,0.43,0.64,0.23,31.765,4.3,4.27,10.514999999999999
2022,Daerah Istimewa Yogyakarta,Kab. Bantul,439.4,55.32,11.75,11.91,26.41,1.11,0.4,0.48,0.75,3.62,71.7,0.34,11.89,7.97,0.2,4.27,3.63
2022,Daerah Istimewa Yogyakarta,Kab. Sleman,596.73,23.25,23.25,17.08,32.77,0.99,0.16,0.03,0.57,1.91,88.46,0.64,13.233333333333334,31.765,4.3,4.27,10.514999999999999
2022,Daerah Istimewa Yogyakarta,Kota Yogyakarta,303.13,46.45,0.25,17.4,31.05,0.55,1.05,0.6,1.05,1.6,193.25,0.94,27.58,55.56,8.4,4.27,17.4
2022,Jawa Timur,Kab. Pacitan,287.67,34.0,4.5,8.3,35.0,5.0,8.0,3.0,2.0,0.2,23.16,0.0,9.6,1.62,0.89,1.79,0.63
2022,Jawa Timur,Kab. Ponorogo,382.34,44.76,0.36,16.53,21.89,0.48,6.62,1.43,0.6,7.33,37.5,3.22,16.4,7.29,5.25,15.74,14.6
2022,Jawa Timur,Kab. Trenggalek,305.48,67.48,3.55,10.77,11.62,1.0,1.05,1.14,1.6,1.79,124.14,19.75,44.86,56.17,19.72,18.87,10.44
2022,Jawa Timur,Kab. Tulungagung,553.83,46.0,15.6,7.5,12.5,5.0,4.8,2.0,2.0,4.6,322.0,12.2,60.5,46.83,18.0,35.8,58.5
2022,Jawa Timur,Kab. Blitar,409.06,70.85,1.0,12.45,7.5,0.9,1.94,0.52,0.92,3.92,99.5,3.82,21.9,7.29,10.89,15.74,14.6
2022,Jawa Timur,Kab. Kediri,657.76,46.4,22.47,4.28,11.31,0.2,2.02,0.63,4.75,7.94,99.5,3.82,21.9,7.29,10.89,15.74,14.6
2022,Jawa Timur,Kab. Malang,960.59,60.64,6.51,13.2,15.26,0.27,1.12,0.4,0.67,1.93,738.89,30.15,106.03,22.29,20.84,31.7,10.66
2022,Jawa Timur,Kab. Lumajang,524.51,40.25,17.35,10.65,17.8,1.15,3.25,1.45,1.5,6.6,178.8,3.82,133.18,8.05,146.27,20.78,33.6
2022,Jawa Timur,Kab. Jember,1014.69,50.0,5.0,5.0,30.0,1.0,1.94,5.0,1.0,3.0,141.0,13.72,19.6,9.03,5.88,6.77,14.6
2022,Jawa Timur,Kab. Situbondo,257.24,44.4,13.8,16.2,24.0,0.2,0.6,0.2,0.2,0.4,99.5,3.82,21.9,7.29,10.89,15.74,14.6
2022,Jawa Timur,Kab. Mojokerto,461.16,47.88,1.91,19.54,21.07,0.53,0.47,0.17,0.24,8.19,472.17,24.79,159.35,70.83,28.33,53.12,17.71
2022,Jawa Timur,Kab. Jombang,530.37,48.85,7.27,7.93,12.5,1.24,2.71,1.33,1.24,16.93,99.5,0.6,29.19,1.2,4.2,1.2,1.81
2022,Jawa Timur,Kab. Nganjuk,444.13,61.5,2.0,13.1,12.3,6.0,1.0,1.0,1.0,2.1,181.42,22.96,95.04,8.89,23.31,47.66,64.85
2022,Jawa Timur,Kab. Madiun,300.06,63.53,4.15,7.5,19.71,1.34,2.65,0.01,0.13,0.98,8.88,4.42,98.19,5.4,107.15,7.57,42.84
2022,Jawa Timur,Kab. Magetan,275.75,35.0,25.0,8.0,15.0,1.0,1.0,2.0,3.0,10.0,14.94,2.52,12.86,1.0,10.89,15.74,14.6
2022,Jawa Timur,Kab. Ngawi,358.07,38.3,3.8,10.4,30.6,2.4,2.3,3.7,3.5,5.0,99.5,3.82,21.9,7.29,10.89,15.74,14.6
2022,Jawa Timur,Kab. Bojonegoro,376.09,45.0,34.0,3.0,7.0,1.0,0.5,0.5,1.0,8.0,76.0,9.0,22.0,7.0,57.0,15.74,19.0
2022,Jawa Timur,Kab. Tuban,505.31,58.52,15.32,5.78,11.02,0.17,1.62,0.1,1.33,6.14,138.15,0.7,129.0,70.89,55.95,95.62,15.0
2022,Jawa Timur,Kab. Lamongan,228.06,30.0,12.0,9.0,18.0,8.0,2.0,2.0,1.0,18.0,30.14,0.28,0.32,0.41,0.5,10.21,58.14
2022,Jawa Timur,Kab. Gresik,391.33,55.29,10.29,4.47,11.58,0.47,4.84,2.02,1.37,9.67,128.49,54.61,6.42,64.24,28.91,22.49,16.06
2022,Jawa Timur,Kab. Bangkalan,415.72,51.32,15.32,9.72,14.97,0.43,1.02,0.29,2.93,4.0,345.0,5.3,11.0,10.62,1.0,13.5,22.66
2022,Jawa Timur,Kab. Sampang,464.41,45.0,11.0,10.0,15.0,1.0,2.0,1.0,1.0,14.0,55.0,0.08,4.0,0.05,2.0,27.04,11.83
2022,Jawa Timur,Kab. Pamekasan,277.1,55.0,4.0,7.0,13.0,3.0,5.0,2.0,2.0,9.0,247.0,3.0,10.0,6.0,5.0,2.5,6.8
2022,Jawa Timur,Kota Kediri,178.59,56.4,8.2,12.8,12.0,4.5,2.4,1.4,0.9,1.4,72.68,0.71,35.33,24.52,8.27,19.68,0.71
2022,Jawa Timur,Kota Blitar,75.98,53.0,13.6,5.2,9.1,0.8,2.9,3.0,3.4,9.0,68.88,0.7,2.1,1.4,1.1,0.4,1.4
2022,Jawa Timur,Kota Malang,764.79,54.39,13.6,4.47,13.66,0.98,0.52,0.21,1.78,10.39,364.74,2.4,23.05,110.45,48.46,183.6,32.1
2022,Jawa Timur,Kota Probolinggo,97.16,61.55,4.06,9.12,19.29,0.74,0.93,1.43,0.86,2.02,48.6,0.5,11.2,3.1,1.4,1.6,1.6
2022,Jawa Timur,Kota Pasuruan,146.02,5.61,16.82,31.06,34.59,4.52,0.38,0.44,4.53,2.05,84.69,0.73,21.9,1.46,18.25,7.3,11.69
2022,Jawa Timur,Kota Mojokerto,66.91,73.1,0.02,9.51,13.45,0.32,0.9,0.11,0.49,2.1,77.5,4.5,7.5,3.9,2.1,4.5,14.6
2022,Jawa Timur,Kota Madiun,121.15,81.0,1.5,7.9,4.0,2.5,0.9,0.9,0.8,0.5,87.44,5.16,9.41,4.78,4.61,3.17,2.03
2022,Jawa Timur,Kota Batu,135.23,22.22,11.11,33.33,22.22,5.56,1.94,1.0699999999999998,5.56,4.8,11100.0,900.0,700.0,500.23,200.0,100.0,14.6
2022,Banten,Kab. Lebak,591.47,30.0,12.0,10.0,15.0,8.0,5.0,5.0,10.0,5.0,1.3,119.8,8.0,50.3,132.4,131.3,69.3
2022,Banten,Kab. Tangerang,2305.47,38.15,19.5,14.89,18.6,1.55,3.16,0.83,2.28,1.04,33.98,9.6,14.97,1.47,14.73,13.19,12.06
2022,Banten,Kota Tangerang,1381.53,57.65,0.44,13.18,19.66,1.07,2.32,0.8,0.37,4.51,896.0,30.5,107.39,139.08,164.91,43.65,48.78666666666667
2022,Banten,Kota Cilegon,227.86,40.0,17.0,10.0,16.0,4.0,2.2560000000000002,0.8,1.0,5.532000000000001,225.13,14.6,58.08,68.774,70.26599999999999,50.252500000000005,48.78666666666667
2022,Banten,Kota Serang,584.83,66.05,5.06,8.1,20.05,0.3,0.13,0.21,0.09,0.01,360.65,14.6,28.68,120.65,12.55,12.87,65.0
2022,Banten,Kota Tangerang Selatan,972.63,35.63,14.08,13.45,17.36,0.38,0.67,0.48,0.85,17.1,904.86,8.56,0.1,32.37,26.74,50.252500000000005,48.78666666666667
2022,Bali,Kab. Jembrana,162.94,27.37,47.94,0.84,19.04,0.71,0.03,3.13,0.61,0.33,90.04,13.959999999999999,9.9,2.9499999999999997,4.635,4.55,3.75
2022,Bali,Kab. Badung,327.33,16.0,33.9,11.1,28.4,2.6,2.1,0.67,0.9,4.33,90.04,13.959999999999999,9.9,2.95,4.635,4.55,3.75
2022,Bali,Kab. Klungkung,103.13,29.0,41.0,4.0,14.0,1.0,0.8999999999999999,7.0,0.95,4.0,21424.0,33.58,66575.0,3.65,4.635,4.55,3.75
2022,Bali,Kab. Bangli,111.88,13.0,69.0,1.8,5.5,3.4,0.01,1.03,3.2,3.06,90.04,1.3,9.9,0.2,2.27,1.1,6.5
2022,Bali,Kab. Karangasem,311.54,59.0,10.0,18.0,8.0,1.0,1.0,1.0,1.0,1.0,24.0,7.0,9.0,5.0,7.0,8.0,1.0
2022,Bali,Kab. Buleleng,392.56,4.0,68.41,6.69,14.69,0.23,1.79,0.52,0.77,2.9,90.04,13.959999999999999,9.9,2.95,4.635,4.55,3.75
2022,Bali,Kota Denpasar,866.61,6.57,69.85,6.34,8.21,1.52,0.47,0.55,1.12,5.37,90.04,13.959999999999999,9.9,2.9499999999999997,4.635000000000001,4.55,3.75
2022,Nusa Tenggara Barat,Kab. Lombok Barat,288.59,25.58,14.58,24.69,1.0,12.41,0.38,9.72,0.13,11.51,304.0,13.0,73.0,24.0,36.0,24.0,13.0
2022,Nusa Tenggara Barat,Kab. Lombok Tengah,419.9,55.0,14.551999999999998,9.0,13.0,10.0,2.378,2.0,2.882,13.0,255.0,20.0,52.0,32.0,13.0,20.0,20.0
2022,Nusa Tenggara Barat,Kab. Lombok Timur,537.56,36.0,23.0,3.5,19.0,7.0,4.0,3.0,4.0,0.5,132.4,0.15,17.82,3.0,5.16,0.47,21.0
2022,Nusa Tenggara Barat,Kab. Sumbawa,259.78,38.21,8.18,12.19,20.34,2.36,0.51,0.68,4.28,13.25,134.92,10.76,18.16,20.32,52.65,12.97,10.0
2022,Nusa Tenggara Barat,Kab. Lombok Utara,102.59,60.0,5.0,5.0,15.0,5.0,2.0,2.0,2.0,4.0,167.564,9.181999999999999,32.426,16.532,21.512,12.488,12.85
2022,Nusa Tenggara Barat,Kota Bima,82.71,34.0,22.0,7.0,20.0,6.0,5.0,2.0,4.0,8.452,11.5,2.0,1.15,3.34,0.75,5.0,0.25
2022,Nusa Tenggara Timur,Kab. Rote Ndao,133.75,29.0,28.0,10.0,16.0,4.0,2.5,1.5,3.75,17.0,70.0,9.76,12.0,10.0,5.0,3.0,4.38
2022,Nusa Tenggara Timur,Kab. Manggarai Barat,84.86,20.0,25.0,15.0,28.0,3.0,2.0,1.5,5.0,2.0,2.0,2.0,5.0,8.0,5.0,0.5,4.38
2022,Nusa Tenggara Timur,Kota Kupang,227.93,28.5,16.5,14.0,20.5,5.0,3.0,1.5,2.5,8.5,105.11,17.52,42.7,24.09,16.42,8.76,4.38
2022,Kalimantan Barat,Kab. Sambas,318.12,40.0,5.6,14.2,25.0,0.3,1.0,0.9,2.0,11.0,182.5,0.9,37.6,8.205,4.375,15.995000000000001,2.085
2022,Kalimantan Barat,Kab. Mempawah,84.03,1.0,8.1,1.6,13.4,15.1,1.255,8.3,2.145,52.5,82.62,0.545,15.59,8.205,4.375,15.995000000000001,2.085
2022,Kalimantan Barat,Kab. Kapuas Hulu,133.33,44.77,1.32,12.8,28.62,2.2,1.51,2.56,2.29,3.93,108.35,0.19,8.35,8.205,4.375,15.995000000000001,2.085
2022,Kalimantan Tengah,Kab. Kotawaringin Barat,136.27,50.0,5.0,10.0,12.0,2.0,2.0,2.0,1.0,16.0,12.0,6.0,6.0,7.0,7.0,10.0,5.0
2022,Kalimantan Tengah,Kab. Barito Selatan,66.96,80.0,12.0,4.0,1.0,1.0,1.0,3.0637499999999998,1.895,1.0,5.0,2.0,4.0,3.0,1.0,1.0,1.0
2022,Kalimantan Tengah,Kab. Barito Utara,61.93,30.0,12.0,14.0,20.0,5.0,5.0,2.0,2.0,10.0,32.5,5.2,24.0,2.0,1.5,2.0,1.5
2022,Kalimantan Tengah,Kab. Seruyan,82.19,30.0,15.0,10.5,25.0,2.0,1.5,5.0,2.5,8.5,115.07,80.93,16.29,7.8999999999999995,4.064285714285714,3.0785714285714287,9.502857142857142
2022,Kalimantan Tengah,Kab. Gunung Mas,101.53,18.0,10.0,10.0,50.0,3.0,0.5,2.0,1.0,5.5,83.3,2.26,7.0,7.8999999999999995,4.064285714285715,3.0785714285714287,8.7
2022,Kalimantan Tengah,Kab. Pulang Pisau,67.67,23.51,26.74,13.31,25.13,3.19,2.41,0.83,1.79,3.09,38.1,0.1,2.3,6.5,3.9,0.0,9.502857142857142
2022,Kalimantan Tengah,Kab. Murung Raya,55.73,20.0,10.0,10.0,25.0,2.0,8.0,4.0,5.0,16.0,30.0,10.0,20.0,15.0,5.0,5.0,15.0
2022,Kalimantan Tengah,Kab. Barito Timur,46.02,32.0,9.0,7.0,37.0,1.0,5.0,6.5,1.2,1.3,17.56,5.6,6.8,7.8999999999999995,4.2,0.5,18.71
2022,Kalimantan Tengah,Kota Palangkaraya,151.91,42.05,4.33,8.54,19.49,1.28,2.36,2.18,2.04,17.73,72.27,20.36,19.87,13.9,5.85,3.05,16.61
2022,Kalimantan Selatan,Kab. Kotabaru,181.22,52.5,2.3,5.6,23.1,0.8,1.6,0.7,1.6,11.8,75.0,5.08,18.89,11.474285714285715,5.15,5.0,25.0
2022,Kalimantan Selatan,Kab. Banjar,356.47,30.0,10.0,20.0,30.0,2.0025,1.92875,5.0,2.6775,5.0,40.0,5.0,30.0,11.474285714285713,5.0,5.0,15.0
2022,Kalimantan Selatan,Kab. Barito Kuala,96.38,59.5,9.5,10.5,12.0,3.1,1.9,0.5,2.0,1.0,37.5,9.3,19.0,10.5,14.7,4.0,5.0
2022,Kalimantan Selatan,Kab. Hulu Sungai Selatan,96.79,55.18,1.48,13.13,25.35,2.9,0.46,0.9,0.4,0.2,48.31,0.79,35.02,5.69,4.71,3.6,1.88
2022,Kalimantan Selatan,Kab. Hulu Sungai Utara,92.52,48.59,8.12,8.45,12.6,0.85,0.3,1.0,6.6,9.5,22.53,0.52,15.5,1.6,5.3,10.43,4.43
2022,Kalimantan Selatan,Kab. Tabalong,102.76,36.0,2.0,17.0,24.0,1.0,3.0,1.0,3.0,13.0,37.56,6.92,18.78,20.76,6.92,6.92,2.14
2022,Kalimantan Selatan,Kab. Tanah Bumbu,166.42,64.04,4.23,3.2,12.3,2.1,2.2,1.24,2.23,8.46,129.63,0.51,6.82,6.31,0.51,5.0,26.78
2022,Kalimantan Selatan,Kab. Balangan,56.37,57.46,10.24,10.95,14.62,2.06,1.67,0.72,1.2,1.08,26.76,5.16,9.94,6.72,2.78,3.9,1.3
2022,Kalimantan Selatan,Kota Banjarmasin,467.24,27.89,7.33,9.2,20.61,3.21,4.3,5.26,4.39,17.81,128.07,101.67,125.88,28.74,49.11,33.73,0.04
2022,Kalimantan Timur,Kab. Paser,118.63,54.99,0.22,10.2,13.64,1.38,13.56,1.2,3.52,1.29,94.91,2.37,10.08,5.34,2.37,2.37,1.19
2022,Kalimantan Timur,Kab. Kutai Kartanegara,313.77,73.92,0.98,10.43,7.86,2.04,1.57,0.55,1.75,0.9,86.72,12.13,1.6,8.17,78.02,125.79,1.33
2022,Kalimantan Timur,Kab. Berau,136.44,55.39,1.28,3.74,26.47,9.63,0.2,0.2,0.99,2.1,65.55,1.58,8.66,5.3,3.85,11.0,4.06
2022,Kalimantan Timur,Kab. Kutai Timur,212.81,42.0,20.0,8.0,23.0,3.0,1.0,1.0,1.0,1.0,55.0,4.0,21.0,4.0,9.0,7.0,2.0
