Run,Metode,k,Xie-Beni,File,File_Membership
84,FA-FRCM,3,24712701.102048796,fafrcm_k3_run84.csv,fafrcm_k3_run84.csv
85,FA-FRCM,3,9834831.041563045,fafrcm_k3_run85.csv,fafrcm_k3_run85.csv
86,FA-FRCM,3,9834831.041563045,fafrcm_k3_run86.csv,fafrcm_k3_run86.csv
87,FA-FRCM,3,24616270.49172081,fafrcm_k3_run87.csv,fafrcm_k3_run87.csv
88,FA-FRCM,3,11878891.964352021,fafrcm_k3_run88.csv,fafrcm_k3_run88.csv
89,FA-FRCM,3,10126337.168395763,fafrcm_k3_run89.csv,fafrcm_k3_run89.csv
90,FA-FRCM,3,173125735.91195327,fafrcm_k3_run90.csv,fafrcm_k3_run90.csv
91,FA-FRCM,3,35272495.61711731,fafrcm_k3_run91.csv,fafrcm_k3_run91.csv
92,FA-FRCM,3,119351962.19256246,fafrcm_k3_run92.csv,fafrcm_k3_run92.csv
93,FA-FRCM,3,35017940.89643825,fafrcm_k3_run93.csv,fafrcm_k3_run93.csv
94,FA-FRCM,3,28576337.85732809,fafrcm_k3_run94.csv,fafrcm_k3_run94.csv
95,FA-FRCM,3,69024011.30571172,fafrcm_k3_run95.csv,fafrcm_k3_run95.csv
96,FA-FRCM,3,95471622.12328392,fafrcm_k3_run96.csv,fafrcm_k3_run96.csv
97,FA-FRCM,3,61518904.30429933,fafrcm_k3_run97.csv,fafrcm_k3_run97.csv
98,FA-FRCM,3,8543238.224276252,fafrcm_k3_run98.csv,fafrcm_k3_run98.csv
99,FA-FRCM,3,100942879.43053743,fafrcm_k3_run99.csv,fafrcm_k3_run99.csv
100,FA-FRCM,3,8543238.224276252,fafrcm_k3_run100.csv,fafrcm_k3_run100.csv
